prompt,completion,guess,stage,secret
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BUNGS: B(x) U(✓) N(x) G(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know U is at position 2. I can eliminate G, S, B. Let me choose a word that satisfies these constraints.</think><guess>LUMME</guess>",LUMME,mid_game,LUMME
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>BISES</guess>,BISES,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
UNICA: U(x) N(x) I(x) C(x) A(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I can eliminate U, C, N. Let me choose a word that satisfies these constraints.</think><guess>TEELS</guess>",TEELS,mid_game,VEGES
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BLESS: B(x) L(x) E(x) S(x) S(✓)
RAVES: R(-) A(x) V(x) E(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5, S is at position 5. The word contains R but in different positions. I can eliminate B, L, S. Let me choose a word that satisfies these constraints.</think><guess>GIRRS</guess>",GIRRS,mid_game,GIRRS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GIBLI: G(x) I(x) B(x) L(x) I(x)
BURLS: B(x) U(x) R(x) L(x) S(x)
ISSEI: I(x) S(x) S(x) E(✓) I(x)
SPIFF: S(x) P(-) I(x) F(x) F(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>PANED</guess>",PANED,late_game,PANED
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DERMS: D(x) E(x) R(-) M(x) S(x)
BOLIX: B(x) O(x) L(x) I(-) X(x)
TAKAS: T(x) A(x) K(-) A(x) S(x)
WITHY: W(x) I(-) T(x) H(x) Y(x)
AGLOO: A(x) G(x) L(x) O(x) O(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>QUIRK</guess>",QUIRK,late_game,QUIRK
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>GLOBS</guess>,GLOBS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>URVAS</guess>,URVAS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
MIRKS: M(x) I(x) R(-) K(x) S(x)
CAMIS: C(x) A(x) M(x) I(x) S(x)
EMONG: E(✓) M(x) O(x) N(x) G(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 1. The word contains R but in different positions. I can eliminate K, G, S. Let me choose a word that satisfies these constraints.</think><guess>EXERT</guess>",EXERT,mid_game,EVERT
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>BRENS</guess>,BRENS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
COPES: C(x) O(x) P(x) E(✓) S(x)
SUGAN: S(x) U(✓) G(x) A(x) N(x)
CHOCK: C(x) H(x) O(x) C(x) K(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 4, U is at position 2. I can eliminate G, K, S. Let me choose a word that satisfies these constraints.</think><guess>QUIET</guess>",QUIET,mid_game,LURED
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SWILE: S(-) W(-) I(-) L(x) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains I, S but in different positions. I can eliminate L, E. Let me choose a word that satisfies these constraints.</think><guess>WIMPS</guess>",WIMPS,mid_game,KIWIS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GRIPT: G(x) R(✓) I(x) P(x) T(x)
CODES: C(x) O(x) D(-) E(x) S(x)
EASER: E(x) A(-) S(x) E(x) R(-)
SORED: S(x) O(x) R(-) E(x) D(-)
BRIDE: B(x) R(✓) I(x) D(-) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>DRANK</guess>",DRANK,late_game,DRANK
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>FLONG</guess>",FLONG,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
AULIC: A(x) U(-) L(-) I(x) C(x)
SPAWL: S(-) P(x) A(x) W(x) L(-)
CRORE: C(x) R(x) O(x) R(x) E(-)
GOTTA: G(x) O(x) T(x) T(x) A(x)
COKES: C(x) O(x) K(x) E(✓) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>FLUES</guess>",FLUES,late_game,FLUES
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>MEDIC</guess>,MEDIC,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SPETS: S(x) P(✓) E(x) T(x) S(x)
SPIAL: S(x) P(✓) I(-) A(-) L(x)
DOUBT: D(-) O(x) U(x) B(x) T(x)
SOCES: S(x) O(x) C(x) E(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>APAID</guess>",APAID,late_game,APAID
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>FEDEX</guess>,FEDEX,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
WASHY: W(x) A(x) S(-) H(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains S but in different positions. I can eliminate Y, H, A. Let me choose a word that satisfies these constraints.</think><guess>COMPS</guess>",COMPS,mid_game,LUNTS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
PLAIN: P(-) L(-) A(-) I(x) N(x)
BROAD: B(x) R(x) O(x) A(✓) D(x)
FAYED: F(x) A(-) Y(x) E(-) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know A is at position 4. The word contains E, L but in different positions. I can eliminate D, Y, F. Let me choose a word that satisfies these constraints.</think><guess>SPEAL</guess>",SPEAL,mid_game,SEPAL
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
VEGIE: V(x) E(x) G(x) I(x) E(x)
TAKIN: T(✓) A(✓) K(x) I(x) N(x)
SCROB: S(x) C(x) R(✓) O(-) B(x)
XRAYS: X(x) R(-) A(-) Y(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>TARDO</guess>",TARDO,late_game,TARDO
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SKEAR: S(x) K(x) E(x) A(x) R(x)
DOZES: D(x) O(x) Z(x) E(x) S(x)
MOTIS: M(✓) O(x) T(x) I(✓) S(x)
SOFTS: S(x) O(x) F(x) T(x) S(x)
MIZZY: M(✓) I(✓) Z(x) Z(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>MIMIC</guess>",MIMIC,late_game,MIMIC
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>PACED</guess>,PACED,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
EEVNS: E(x) E(x) V(x) N(-) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5. The word contains N but in different positions. I can eliminate V, E. Let me choose a word that satisfies these constraints.</think><guess>MANAS</guess>",MANAS,mid_game,DINGS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SONES: S(x) O(x) N(x) E(x) S(x)
TOKEN: T(x) O(x) K(x) E(x) N(x)
SPUED: S(x) P(x) U(x) E(x) D(x)
DUFUS: D(x) U(x) F(x) U(x) S(x)
TUSHY: T(x) U(x) S(x) H(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>RABBI</guess>",RABBI,late_game,VARIX
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LAVES: L(x) A(x) V(x) E(x) S(x)
JOKER: J(x) O(x) K(x) E(x) R(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains R but in different positions. I can eliminate J, K, L. Let me choose a word that satisfies these constraints.</think><guess>PYRIC</guess>",PYRIC,mid_game,BURFI
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>TARAS</guess>,TARAS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DOING: D(x) O(✓) I(x) N(x) G(x)
TRANS: T(x) R(x) A(x) N(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know O is at position 2. I can eliminate D, G, T. Let me choose a word that satisfies these constraints.</think><guess>ZOCCO</guess>",ZOCCO,mid_game,MOBEY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GESTE: G(x) E(-) S(x) T(x) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains E but in different positions. I can eliminate G, T, S. Let me choose a word that satisfies these constraints.</think><guess>RAKED</guess>",RAKED,mid_game,RAKED
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>SWIES</guess>,SWIES,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DAWED: D(x) A(-) W(x) E(x) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains A but in different positions. I can eliminate D, E, W. Let me choose a word that satisfies these constraints.</think><guess>POOKA</guess>",POOKA,mid_game,POOKA
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>TARTY</guess>,TARTY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DONNY: D(-) O(x) N(x) N(x) Y(x)
DERIG: D(-) E(-) R(x) I(x) G(x)
WARTY: W(x) A(x) R(x) T(x) Y(x)
PODGY: P(x) O(x) D(-) G(x) Y(x)
GOBBI: G(x) O(x) B(x) B(x) I(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>MULED</guess>",MULED,late_game,ELUDE
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
AVINE: A(x) V(x) I(x) N(-) E(-)
FRERE: F(✓) R(x) E(-) R(x) E(x)
REECH: R(x) E(✓) E(x) C(x) H(x)
CYANO: C(x) Y(x) A(x) N(-) O(x)
SYKER: S(-) Y(x) K(x) E(-) R(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>FENDS</guess>",FENDS,late_game,FENDS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>OSMOL</guess>,OSMOL,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>SHAKT</guess>,SHAKT,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>SADES</guess>",SADES,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>PAWNS</guess>,PAWNS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>FORKY</guess>,FORKY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LAVER: L(x) A(x) V(x) E(x) R(-)
POOKS: P(x) O(-) O(x) K(x) S(✓)
VASTY: V(x) A(x) S(-) T(-) Y(x)
SAFER: S(-) A(x) F(x) E(x) R(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>TIROS</guess>",TIROS,late_game,TIROS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
MBIRA: M(x) B(x) I(x) R(x) A(✓)
BULLY: B(x) U(x) L(✓) L(x) Y(x)
OCHES: O(-) C(x) H(x) E(x) S(x)
SUNNA: S(x) U(x) N(x) N(x) A(✓)
UMIAC: U(x) M(x) I(x) A(-) C(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>POLKA</guess>",POLKA,late_game,POLKA
